S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
530,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
531,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
532,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
533,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
534,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
535,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
536,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
537,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
538,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
539,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
540,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
541,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
542,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
543,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
544,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
545,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
546,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
547,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
548,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
549,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
550,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
551,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
552,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
553,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
554,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
555,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
556,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
557,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
558,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
559,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
560,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
561,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
562,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
563,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
564,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
565,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
566,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
567,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
568,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
569,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
570,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
571,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
572,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
573,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
574,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
575,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
576,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
577,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
578,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
579,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
580,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
581,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
582,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
583,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
584,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
585,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
586,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
587,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
588,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
589,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
590,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
591,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
592,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
593,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
594,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
595,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
596,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
597,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
598,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
599,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
600,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
601,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
602,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
603,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
604,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
605,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
606,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
607,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
608,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
609,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
610,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
611,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
612,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
613,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
614,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
615,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
616,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
617,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
618,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
619,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
620,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
621,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
622,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
623,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
624,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
625,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
626,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
627,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
628,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
629,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
630,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
631,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
632,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
633,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
634,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
635,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
636,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
637,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
638,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
639,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
640,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
641,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
642,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
643,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
644,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
645,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
646,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
647,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
648,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
649,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
650,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
651,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
652,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
653,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
654,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
655,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
656,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
657,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
658,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
659,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
660,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
661,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
662,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
663,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
664,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
665,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
666,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
667,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
668,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
669,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
670,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
671,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
672,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
673,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
674,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
675,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
676,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
677,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
678,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
679,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
680,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
681,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
682,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
683,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
684,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
685,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
686,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
687,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
688,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
689,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
690,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
691,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
692,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
693,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
694,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
695,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
696,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
697,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
698,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
699,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
700,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
701,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
702,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
703,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
704,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
705,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
706,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
707,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
708,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
709,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
710,12/03/2020,Andhra Pradesh,1,1,0,0
711,13/03/2020,Andhra Pradesh,1,1,0,0
712,14/03/2020,Andhra Pradesh,1,1,0,0
713,15/03/2020,Andhra Pradesh,1,1,0,0
714,16/03/2020,Andhra Pradesh,1,1,0,0
715,17/03/2020,Andhra Pradesh,1,1,0,0
716,18/03/2020,Andhra Pradesh,1,1,0,0
717,19/03/2020,Andhra Pradesh,1,1,0,0
718,20/03/2020,Andhra Pradesh,2,2,0,0
719,21/03/2020,Andhra Pradesh,3,3,0,0
720,22/03/2020,Andhra Pradesh,5,5,0,0
721,23/03/2020,Andhra Pradesh,7,7,0,0
722,24/03/2020,Andhra Pradesh,7,7,0,0
723,25/03/2020,Andhra Pradesh,8,8,0,0
724,26/03/2020,Andhra Pradesh,11,10,1,0
725,27/03/2020,Andhra Pradesh,12,11,1,0
726,28/03/2020,Andhra Pradesh,14,13,1,0
727,29/03/2020,Andhra Pradesh,14,13,1,0
728,30/03/2020,Andhra Pradesh,19,18,1,0
729,31/03/2020,Andhra Pradesh,40,39,1,0
730,01/04/2020,Andhra Pradesh,83,82,1,0
731,02/04/2020,Andhra Pradesh,86,84,1,1
732,03/04/2020,Andhra Pradesh,132,130,1,1
733,04/04/2020,Andhra Pradesh,161,159,1,1
734,05/04/2020,Andhra Pradesh,161,159,1,1
735,06/04/2020,Andhra Pradesh,226,222,1,3
736,07/04/2020,Andhra Pradesh,266,262,1,3
737,08/04/2020,Andhra Pradesh,305,300,1,4
738,09/04/2020,Andhra Pradesh,348,338,6,4
739,10/04/2020,Andhra Pradesh,348,338,6,4
740,11/04/2020,Andhra Pradesh,363,350,7,6
741,12/04/2020,Andhra Pradesh,381,364,11,6
742,13/04/2020,Andhra Pradesh,427,409,11,7
743,14/04/2020,Andhra Pradesh,432,414,11,7
744,15/04/2020,Andhra Pradesh,483,458,16,9
745,16/04/2020,Andhra Pradesh,525,491,20,14
746,17/04/2020,Andhra Pradesh,534,500,20,14
747,18/04/2020,Andhra Pradesh,572,522,36,14
748,19/04/2020,Andhra Pradesh,603,546,42,15
749,20/04/2020,Andhra Pradesh,646,589,42,15
750,21/04/2020,Andhra Pradesh,722,610,92,20
751,22/04/2020,Andhra Pradesh,757,639,96,22
752,23/04/2020,Andhra Pradesh,813,669,120,24
753,24/04/2020,Andhra Pradesh,895,727,141,27
754,25/04/2020,Andhra Pradesh,955,781,145,29
755,26/04/2020,Andhra Pradesh,1061,859,171,31
756,27/04/2020,Andhra Pradesh,1097,835,231,31
757,28/04/2020,Andhra Pradesh,1183,917,235,31
758,29/04/2020,Andhra Pradesh,1259,970,258,31
759,30/04/2020,Andhra Pradesh,1332,1014,287,31
760,01/05/2020,Andhra Pradesh,1403,1051,321,31
761,02/05/2020,Andhra Pradesh,1463,1027,403,33
762,03/05/2020,Andhra Pradesh,1525,1051,441,33
763,04/05/2020,Andhra Pradesh,1583,1062,488,33
764,05/05/2020,Andhra Pradesh,1650,1090,524,36
765,06/05/2020,Andhra Pradesh,1717,1092,589,36
766,07/05/2020,Andhra Pradesh,1777,1012,729,36
767,08/05/2020,Andhra Pradesh,1847,1029,780,38
768,09/05/2020,Andhra Pradesh,1887,1004,842,41
769,10/05/2020,Andhra Pradesh,1930,999,887,44
770,11/05/2020,Andhra Pradesh,1980,1010,925,45
771,12/05/2020,Andhra Pradesh,2018,998,975,45
772,13/05/2020,Andhra Pradesh,2090,988,1056,46
773,14/05/2020,Andhra Pradesh,2137,948,1142,47
774,15/05/2020,Andhra Pradesh,2205,965,1192,48
775,16/05/2020,Andhra Pradesh,2307,1007,1252,48
776,17/05/2020,Andhra Pradesh,2355,953,1353,49
777,18/05/2020,Andhra Pradesh,2407,901,1456,50
778,19/05/2020,Andhra Pradesh,2474,872,1552,50
779,20/05/2020,Andhra Pradesh,2532,859,1621,52
780,21/05/2020,Andhra Pradesh,2602,909,1640,53
781,22/05/2020,Andhra Pradesh,2647,885,1709,53
782,23/05/2020,Andhra Pradesh,2709,891,1763,55
783,24/05/2020,Andhra Pradesh,2757,892,1809,56
784,25/05/2020,Andhra Pradesh,2823,911,1856,56
785,26/05/2020,Andhra Pradesh,3110,1158,1896,56
786,27/05/2020,Andhra Pradesh,3171,1105,2009,57
787,28/05/2020,Andhra Pradesh,3171,1056,2057,58
788,29/05/2020,Andhra Pradesh,3251,1067,2125,59
789,30/05/2020,Andhra Pradesh,3436,1150,2226,60
790,31/05/2020,Andhra Pradesh,3569,1220,2289,60
791,01/06/2020,Andhra Pradesh,3679,1268,2349,62
792,02/06/2020,Andhra Pradesh,3783,1341,2378,64
793,03/06/2020,Andhra Pradesh,3898,1413,2421,64
794,04/06/2020,Andhra Pradesh,4080,1546,2466,68
795,05/06/2020,Andhra Pradesh,4223,1613,2539,71
796,06/06/2020,Andhra Pradesh,4303,1654,2576,73
797,07/06/2020,Andhra Pradesh,4510,1817,2620,73
798,08/06/2020,Andhra Pradesh,4708,1951,2682,75
799,09/06/2020,Andhra Pradesh,4851,2031,2745,75
800,10/06/2020,Andhra Pradesh,5070,2191,2802,77
801,11/06/2020,Andhra Pradesh,5269,2292,2899,78
802,12/06/2020,Andhra Pradesh,5429,2301,3048,80
803,13/06/2020,Andhra Pradesh,5680,2495,3105,80
804,14/06/2020,Andhra Pradesh,5965,2688,3195,82
805,15/06/2020,Andhra Pradesh,6163,2765,3314,84
806,16/06/2020,Andhra Pradesh,6456,3052,3316,88
807,17/06/2020,Andhra Pradesh,6841,3244,3509,88
808,18/06/2020,Andhra Pradesh,7071,3340,3641,90
809,19/06/2020,Andhra Pradesh,7518,3637,3789,92
810,20/06/2020,Andhra Pradesh,7961,3948,3917,96
811,21/06/2020,Andhra Pradesh,8452,4240,4111,101
812,22/06/2020,Andhra Pradesh,8999,4562,4331,106
813,23/06/2020,Andhra Pradesh,9372,4766,4495,111
814,24/06/2020,Andhra Pradesh,10002,5284,4599,119
815,25/06/2020,Andhra Pradesh,10331,5428,4779,124
816,26/06/2020,Andhra Pradesh,10884,5760,4988,136
817,27/06/2020,Andhra Pradesh,11489,6145,5196,148
818,28/06/2020,Andhra Pradesh,12285,6648,5480,157
819,29/06/2020,Andhra Pradesh,13241,7164,5908,169
820,30/06/2020,Andhra Pradesh,13891,7479,6232,180
821,01/07/2020,Andhra Pradesh,14595,7897,6511,187
822,02/07/2020,Andhra Pradesh,15252,8071,6988,193
823,03/07/2020,Andhra Pradesh,16097,8586,7313,198
824,04/07/2020,Andhra Pradesh,16934,9096,7632,206
825,05/07/2020,Andhra Pradesh,17699,9473,8008,218
826,06/07/2020,Andhra Pradesh,18697,10043,8422,232
827,07/07/2020,Andhra Pradesh,20019,10860,8920,239
828,08/07/2020,Andhra Pradesh,21197,11200,9745,252
829,09/07/2020,Andhra Pradesh,22259,10894,11101,264
830,10/07/2020,Andhra Pradesh,23814,11383,12154,277
831,11/07/2020,Andhra Pradesh,25422,11936,13194,292
832,12/07/2020,Andhra Pradesh,27235,12533,14393,309
833,13/07/2020,Andhra Pradesh,29168,13428,15412,328
834,14/07/2020,Andhra Pradesh,31103,14274,16464,365
835,15/07/2020,Andhra Pradesh,33019,15144,17467,408
836,16/07/2020,Andhra Pradesh,35451,16621,18378,452
837,17/07/2020,Andhra Pradesh,38044,18159,19393,492
838,18/07/2020,Andhra Pradesh,40646,19814,20298,534
839,19/07/2020,Andhra Pradesh,44609,22260,21763,586
840,20/07/2020,Andhra Pradesh,49650,26118,22890,642
841,21/07/2020,Andhra Pradesh,53724,28800,24228,696
842,22/07/2020,Andhra Pradesh,58668,32336,25574,758
843,23/07/2020,Andhra Pradesh,64713,31763,32127,823
844,24/07/2020,Andhra Pradesh,72711,34272,37555,884
845,25/07/2020,Andhra Pradesh,80858,39990,39935,933
846,26/07/2020,Andhra Pradesh,88671,44431,43255,985
847,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
848,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
849,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
850,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
851,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
852,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
853,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
854,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
855,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
